time,open,high,low,close,volume
2026-04-21T09:30:00,5.7061,5.7738,5.6619,5.7176,1220531
2026-04-21T09:31:00,5.7238,5.7764,5.6295,5.7182,735580
2026-04-21T09:32:00,5.7098,5.7523,5.6834,5.721,1172096
2026-04-21T09:33:00,5.7167,5.7677,5.679,5.7338,1134615
2026-04-21T09:34:00,5.74,5.8124,5.7002,5.7448,792357
2026-04-21T09:35:00,5.7422,5.801,5.6908,5.7525,1123677
2026-04-21T09:36:00,5.7534,5.7915,5.6847,5.7508,1037706
2026-04-21T09:37:00,5.7505,5.8154,5.7086,5.7442,852822
2026-04-21T09:38:00,5.7372,5.8012,5.6971,5.7539,911401
2026-04-21T09:39:00,5.7517,5.8138,5.6824,5.7389,945374
2026-04-21T09:40:00,5.7445,5.7612,5.7284,5.7466,986300
2026-04-21T09:41:00,5.7559,5.8461,5.684,5.749,1123567
2026-04-21T09:42:00,5.7403,5.8108,5.6711,5.7376,950716
2026-04-21T09:43:00,5.7427,5.7858,5.683,5.7425,1073922
2026-04-21T09:44:00,5.7328,5.7906,5.6581,5.73,937229
2026-04-21T09:45:00,5.7244,5.7608,5.6912,5.7267,1081146
2026-04-21T09:46:00,5.731,5.7523,5.7017,5.713,955729
2026-04-21T09:47:00,5.7098,5.7622,5.656,5.7168,860588
2026-04-21T09:48:00,5.7126,5.7379,5.6698,5.7048,1119392
2026-04-21T09:49:00,5.7001,5.7608,5.6508,5.6901,713076
2026-04-21T09:50:00,5.6852,5.7284,5.6706,5.7014,905400
2026-04-21T09:51:00,5.7018,5.7496,5.6487,5.6906,737232
2026-04-21T09:52:00,5.6811,5.7314,5.6488,5.6767,766388
2026-04-21T09:53:00,5.6761,5.7202,5.6447,5.6742,1199306
2026-04-21T09:54:00,5.6809,5.7146,5.6483,5.6705,1228386
2026-04-21T09:55:00,5.6793,5.7009,5.6438,5.659,1035001
2026-04-21T09:56:00,5.6532,5.7146,5.6057,5.6732,833276
2026-04-21T09:57:00,5.6641,5.6838,5.6464,5.6677,1194738
2026-04-21T09:58:00,5.6579,5.7415,5.6023,5.6704,897095
2026-04-21T09:59:00,5.6692,5.7115,5.5771,5.6548,1045559
2026-04-21T10:00:00,5.6181,5.6666,5.5847,5.6283,262128
2026-04-21T10:01:00,5.6167,5.672,5.5767,5.6299,354131
2026-04-21T10:02:00,5.616,5.6659,5.5753,5.6251,566465
2026-04-21T10:03:00,5.6174,5.6617,5.5863,5.621,407683
2026-04-21T10:04:00,5.5952,5.6567,5.5263,5.5897,302294
2026-04-21T10:05:00,5.5576,5.5725,5.5377,5.5599,328727
2026-04-21T10:06:00,5.5132,5.565,5.472,5.5071,463886
2026-04-21T10:07:00,5.5064,5.5528,5.4392,5.4947,417285
2026-04-21T10:08:00,5.4625,5.4944,5.426,5.4573,450265
2026-04-21T10:09:00,5.4192,5.4503,5.3684,5.4181,309732
2026-04-21T10:10:00,5.3996,5.4981,5.3138,5.4208,600334
2026-04-21T10:11:00,5.387,5.4284,5.3532,5.407,497705
2026-04-21T10:12:00,5.3914,5.4474,5.3132,5.4057,523649
2026-04-21T10:13:00,5.3666,5.454,5.3,5.369,559539
2026-04-21T10:14:00,5.3592,5.3838,5.3401,5.3653,289107
2026-04-21T10:15:00,5.3291,5.362,5.2928,5.3433,261818
2026-04-21T10:16:00,5.3271,5.3597,5.2959,5.3267,381422
2026-04-21T10:17:00,5.3083,5.4074,5.2373,5.3172,499738
2026-04-21T10:18:00,5.2945,5.3132,5.269,5.2833,490865
2026-04-21T10:19:00,5.2527,5.3121,5.1854,5.2609,505303
2026-04-21T10:20:00,5.2474,5.2977,5.1931,5.2693,915459
2026-04-21T10:21:00,5.3261,5.3698,5.2917,5.321,444091
2026-04-21T10:22:00,5.333,5.3816,5.2957,5.3469,816554
2026-04-21T10:23:00,5.3635,5.3859,5.3384,5.3532,806604
2026-04-21T10:24:00,5.4101,5.4597,5.318,5.3992,640047
2026-04-21T10:25:00,5.45,5.5289,5.3675,5.4624,1024704
2026-04-21T10:26:00,5.4952,5.6094,5.4283,5.5157,830462
2026-04-21T10:27:00,5.5262,5.6135,5.4533,5.5252,597314
2026-04-21T10:28:00,5.5244,5.5941,5.454,5.5292,783670
2026-04-21T10:29:00,5.5631,5.6463,5.5116,5.5858,897487
2026-04-21T10:30:00,5.629,5.6605,5.5943,5.6284,781618
2026-04-21T10:31:00,5.6633,5.6827,5.6416,5.6714,680076
2026-04-21T10:32:00,5.7011,5.7514,5.6566,5.6913,993368
2026-04-21T10:33:00,5.7193,5.7704,5.6938,5.7475,1043180
2026-04-21T10:34:00,5.7591,5.8144,5.6996,5.7638,793920
2026-04-21T10:35:00,5.801,5.8652,5.7323,5.8109,557759
2026-04-21T10:36:00,5.8179,5.8565,5.7765,5.8186,894317
2026-04-21T10:37:00,5.8225,5.8458,5.7999,5.8269,752671
2026-04-21T10:38:00,5.8272,5.8674,5.7674,5.8094,592199
2026-04-21T10:39:00,5.8535,5.8822,5.8233,5.8414,889497
2026-04-21T10:40:00,5.8248,5.9083,5.7489,5.8348,96887
2026-04-21T10:41:00,5.8395,5.909,5.7684,5.8254,280922
2026-04-21T10:42:00,5.803,5.8354,5.7603,5.8114,264543
2026-04-21T10:43:00,5.7912,5.8398,5.7663,5.8152,199952
2026-04-21T10:44:00,5.8236,5.8372,5.7859,5.7986,342756
2026-04-21T10:45:00,5.8064,5.8205,5.7591,5.7857,174317
2026-04-21T10:46:00,5.7767,5.8114,5.7367,5.7755,221849
2026-04-21T10:47:00,5.7712,5.8515,5.6853,5.7759,122596
2026-04-21T10:48:00,5.7816,5.8262,5.7091,5.7584,234523
2026-04-21T10:49:00,5.7729,5.7918,5.7511,5.7775,141294
2026-04-21T10:50:00,5.7643,5.813,5.7094,5.7605,250753
2026-04-21T10:51:00,5.7484,5.7777,5.7229,5.7465,344577
2026-04-21T10:52:00,5.7281,5.7652,5.6961,5.7293,296854
2026-04-21T10:53:00,5.7441,5.7955,5.7068,5.7354,263378
2026-04-21T10:54:00,5.7416,5.8209,5.6865,5.7543,286746
2026-04-21T10:55:00,5.7601,5.8191,5.7184,5.7766,127010
2026-04-21T10:56:00,5.7685,5.7916,5.7383,5.7613,336479
2026-04-21T10:57:00,5.7805,5.8151,5.7391,5.7834,280957
2026-04-21T10:58:00,5.7839,5.8224,5.7401,5.7683,110974
2026-04-21T10:59:00,5.744,5.7669,5.7197,5.7527,251086
2026-04-21T11:00:00,5.7564,5.7762,5.7388,5.7612,212551
2026-04-21T11:01:00,5.7729,5.8656,5.716,5.7852,107050
2026-04-21T11:02:00,5.7712,5.8059,5.6938,5.7639,155849
2026-04-21T11:03:00,5.7527,5.8086,5.7076,5.7631,115056
2026-04-21T11:04:00,5.7402,5.7541,5.7231,5.7381,318231
2026-04-21T11:05:00,5.7217,5.7515,5.6969,5.7324,166222
2026-04-21T11:06:00,5.7529,5.7767,5.6979,5.731,94425
2026-04-21T11:07:00,5.7356,5.7603,5.7118,5.7392,211168
2026-04-21T11:08:00,5.7413,5.7836,5.6869,5.7391,257252
2026-04-21T11:09:00,5.7322,5.7778,5.6954,5.7369,241864
2026-04-21T11:10:00,5.7312,5.7704,5.7032,5.737,292750
2026-04-21T11:11:00,5.7063,5.7277,5.685,5.7016,194595
