time,open,high,low,close,volume
2026-04-02T09:30:00,7.3025,7.3718,7.2706,7.3299,1275962
2026-04-02T09:31:00,7.3434,7.4308,7.278,7.3352,897980
2026-04-02T09:32:00,7.3285,7.4268,7.2039,7.3242,911915
2026-04-02T09:33:00,7.3342,7.3589,7.2798,7.3146,1504881
2026-04-02T09:34:00,7.3204,7.3584,7.2856,7.3291,919313
2026-04-02T09:35:00,7.3292,7.3866,7.2834,7.3424,1532049
2026-04-02T09:36:00,7.3485,7.4505,7.255,7.3324,1347769
2026-04-02T09:37:00,7.3274,7.4133,7.2088,7.3506,1025957
2026-04-02T09:38:00,7.3362,7.3557,7.3146,7.3362,1327770
2026-04-02T09:39:00,7.3239,7.4057,7.2753,7.3528,1236952
2026-04-02T09:40:00,7.3512,7.4592,7.2656,7.3362,1542883
2026-04-02T09:41:00,7.3462,7.4147,7.3135,7.3499,1322103
2026-04-02T09:42:00,7.3355,7.3999,7.2982,7.3606,1147131
2026-04-02T09:43:00,7.3699,7.4104,7.3409,7.3661,1403883
2026-04-02T09:44:00,7.3525,7.4701,7.2552,7.3658,1609245
2026-04-02T09:45:00,7.3699,7.4446,7.2577,7.3486,871710
2026-04-02T09:46:00,7.3556,7.3915,7.3315,7.3562,995525
2026-04-02T09:47:00,7.3452,7.4694,7.2496,7.3753,1312138
2026-04-02T09:48:00,7.3856,7.4388,7.31,7.3542,1418817
2026-04-02T09:49:00,7.3655,7.43,7.2543,7.3322,1332068
2026-04-02T09:50:00,7.327,7.4222,7.2706,7.3473,1359033
2026-04-02T09:51:00,7.3478,7.4123,7.2923,7.3272,1259176
2026-04-02T09:52:00,7.3218,7.3721,7.247,7.3224,1562455
2026-04-02T09:53:00,7.3144,7.4548,7.1933,7.3307,1478528
2026-04-02T09:54:00,7.3179,7.3626,7.2778,7.3362,1015536
2026-04-02T09:55:00,7.349,7.4125,7.2738,7.3512,884511
2026-04-02T09:56:00,7.3607,7.4235,7.2997,7.3521,1593087
2026-04-02T09:57:00,7.3402,7.3851,7.2704,7.3497,1321083
2026-04-02T09:58:00,7.3612,7.4177,7.3282,7.3582,1561183
2026-04-02T09:59:00,7.3615,7.3768,7.3407,7.3552,1474522
2026-04-02T10:00:00,7.3436,7.4054,7.2774,7.3362,347474
